code_scheme,area_code,area_level,area_name,parent_scheme,parent_code,parent_level,census_2011_code,snapshot_date,source_url,latitude,longitude,point_method,bbox_west,bbox_south,bbox_east,bbox_north,geometry_source,boundary_vintage,has_polygon,same_as
LGD,1298,Block,Ujiarpur,LGD,217,District,1298,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,25.772996,85.865723,inherited:District,85.527548,25.460212,86.392248,26.089408,SOI_Districts,2023-12-11,false,
LGD,3513,Block,Ujjain,LGD,435,District,3513,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.330883,75.669034,inherited:District,75.134549,22.829642,76.254767,23.757490,SOI_Districts,2023-12-11,false,
LGD,7046,Block,Ujjain Nagar,LGD,435,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.330883,75.669034,inherited:District,75.134549,22.829642,76.254767,23.757490,SOI_Districts,2023-12-11,false,
LGD,7550,Block,Ukai,LGD,641,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.191623,73.626694,inherited:District,73.198008,20.808588,74.332332,21.569074,SOI_Districts,2023-12-11,false,
LGD,290,Block,Ukhimath,LGD,54,District,290,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,30.506914,79.052455,inherited:District,78.816852,30.174715,79.356023,30.807451,SOI_Districts,2023-12-11,false,
LGD,1888,Block,Ukhrul,LGD,260,District,1888,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,25.237716,94.429581,inherited:District,94.117545,24.941268,94.740761,25.692090,SOI_Districts,2023-12-11,false,
LGD,6441,Block,Uklana St,LGD,63,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,29.211695,75.822441,inherited:District,75.328016,28.898616,76.318096,29.580338,SOI_Districts,2023-12-11,false,
LGD,4912,Block,U.Kothapalli,LGD,746,District,4912,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,5152,Block,Ulavapadu,LGD,517,District,5152,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.616202,79.515203,inherited:District,78.736547,14.963721,80.475103,16.305816,SOI_Districts,2023-12-11,false,
LGD,4169,Block,Ulhasnagar,LGD,497,District,4169,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,19.361103,73.319543,inherited:District,72.778655,18.987001,73.794744,19.731483,SOI_Districts,2023-12-11,false,
LGD,7197,Block,Ullala,LGD,534,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.853124,75.250904,inherited:District,74.776332,12.460086,75.670642,13.185163,SOI_Districts,2023-12-11,false,
LGD,2407,Block,Uluberia - I,LGD,313,District,2407,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.521490,88.063397,inherited:District,87.843349,22.205770,88.366110,22.782245,SOI_Districts,2023-12-11,false,
LGD,2406,Block,Uluberia - II,LGD,313,District,2406,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.521490,88.063397,inherited:District,87.843349,22.205770,88.366110,22.782245,SOI_Districts,2023-12-11,false,
LGD,3136,Block,Ulunda,LGD,372,District,3136,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.930816,83.822370,inherited:District,83.445478,20.527721,84.278931,21.177895,SOI_Districts,2023-12-11,false,
LGD,5735,Block,Ulundurpettai,LGD,729,District,5735,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,11.803600,79.034514,inherited:District,78.626822,11.504575,79.482691,12.081078,SOI_Districts,2023-12-11,false,
LGD,4086,Block,Umarkhed,LGD,500,District,4086,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.083546,78.161025,inherited:District,77.282612,19.430553,79.149196,20.697991,SOI_Districts,2023-12-11,false,
LGD,3189,Block,Umarkote,LGD,366,District,3189,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,19.576483,82.334523,inherited:District,81.844882,19.114238,82.856423,20.105169,SOI_Districts,2023-12-11,false,
LGD,3934,Block,Umarpada,LGD,459,District,3934,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.268923,73.071114,inherited:District,72.597503,20.815590,73.699129,21.569262,SOI_Districts,2023-12-11,false,
LGD,3931,Block,Umbergaon,LGD,462,District,3931,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.418149,73.120123,inherited:District,72.740002,20.119229,73.493624,20.751700,SOI_Districts,2023-12-11,false,
LGD,1985,Block,Umling,LGD,276,District,1985,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,25.873612,91.884129,inherited:District,91.341894,25.629353,92.274893,26.119406,SOI_Districts,2023-12-11,false,
LGD,3853,Block,Umrala,LGD,443,District,3853,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.567255,71.890807,inherited:District,71.477931,20.995849,72.361194,22.130320,SOI_Districts,2023-12-11,false,
LGD,4034,Block,Umred,LGD,484,District,4034,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.178155,79.085030,inherited:District,78.249598,20.583134,79.656969,21.722284,SOI_Districts,2023-12-11,false,
LGD,3863,Block,Umreth,LGD,440,District,3863,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.426788,72.750860,inherited:District,72.334089,22.105284,73.219796,22.735035,SOI_Districts,2023-12-11,false,
LGD,3653,Block,Umreth,LGD,399,District,3653,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.122543,78.854128,inherited:District,78.244959,21.462293,79.406534,22.816877,SOI_Districts,2023-12-11,false,
LGD,4103,Block,Umri,LGD,485,District,4103,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,19.112445,77.617827,inherited:District,76.929647,18.262536,78.364675,19.924349,SOI_Districts,2023-12-11,false,
LGD,1987,Block,Umsning,LGD,276,District,1987,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,25.873612,91.884129,inherited:District,91.341894,25.629353,92.274893,26.119406,SOI_Districts,2023-12-11,false,
LGD,6159,Block,Un,LGD,660,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,29.500323,77.282363,inherited:District,77.083948,29.264866,77.502334,29.697281,SOI_Districts,2023-12-11,false,
LGD,3838,Block,Una,LGD,675,District,3838,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.904305,70.754896,inherited:District,70.237995,20.690009,71.223762,21.169550,SOI_Districts,2023-12-11,false,
LGD,150,Block,Una,LGD,26,District,150,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,31.579300,76.209866,inherited:District,75.936680,31.299394,76.479377,31.866668,SOI_Districts,2023-12-11,false,
LGD,828,Block,Unchahar,LGD,175,District,828,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,26.203741,81.190943,inherited:District,80.669868,25.810703,81.618296,26.606635,SOI_Districts,2023-12-11,false,
LGD,3465,Block,Unchehara,LGD,426,District,3465,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,24.528700,80.830748,inherited:District,80.099868,23.967178,81.388825,25.187939,SOI_Districts,2023-12-11,false,
LGD,6299,Block,Undavelly,LGD,695,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.071697,77.780993,inherited:District,77.486152,15.836003,78.253624,16.363959,SOI_Districts,2023-12-11,false,
LGD,4976,Block,Undi,LGD,523,District,4976,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.931401,81.387360,inherited:District,80.867498,16.316485,81.858413,17.629117,SOI_Districts,2023-12-11,false,
LGD,4970,Block,Undrajavaram,LGD,505,District,4970,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,17.272008,81.893276,inherited:District,80.876066,16.306551,82.604579,18.014435,SOI_Districts,2023-12-11,false,
LGD,4962,Block,Unguturu,LGD,748,District,4962,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,5013,Block,Unguturu,LGD,510,District,5013,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.555707,80.797994,inherited:District,79.998762,15.705221,81.554631,17.153072,SOI_Districts,2023-12-11,false,
LGD,7434,Block,Unhel,LGD,435,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.330883,75.669034,inherited:District,75.134549,22.829642,76.254767,23.757490,SOI_Districts,2023-12-11,false,
LGD,621,Block,Uniara,LGD,116,District,621,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,26.148317,75.665959,inherited:District,75.112018,25.680222,76.316979,26.564525,SOI_Districts,2023-12-11,false,
LGD,3753,Block,Unjha,LGD,451,District,3753,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.609492,72.466734,inherited:District,71.940386,23.038803,72.866653,24.102253,SOI_Districts,2023-12-11,false,
LGD,816,Block,Unnao,LGD,186,District,816,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,26.609367,80.560562,inherited:District,80.043989,26.103550,81.049880,27.031361,SOI_Districts,2023-12-11,false,
LGD,2623,Block,Untari Road,LGD,338,District,2623,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,24.199754,84.168881,inherited:District,83.813319,23.792587,84.590705,24.642892,SOI_Districts,2023-12-11,false,
LGD,3809,Block,Upleta,LGD,457,District,3809,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.025462,70.744479,inherited:District,70.029659,21.525836,71.509185,22.613322,SOI_Districts,2023-12-11,false,
LGD,4524,Block,Uppal,LGD,700,District,4524,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,17.544214,78.557696,inherited:District,78.347636,17.360575,78.760673,17.707935,SOI_Districts,2023-12-11,false,
LGD,4942,Block,Uppalaguptam,LGD,747,District,4942,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,4580,Block,Uppununthala,LGD,694,District,4580,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.382246,78.595988,inherited:District,78.099893,16.008152,79.234296,16.832408,SOI_Districts,2023-12-11,false,
LGD,4172,Block,Uran,LGD,491,District,4172,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,18.510062,73.221458,inherited:District,72.851052,17.850621,73.666275,19.135483,SOI_Districts,2023-12-11,false,
LGD,5317,Block,Uravakonda,LGD,502,District,5317,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,14.493043,77.566974,inherited:District,76.760569,13.682262,78.469262,15.426435,SOI_Districts,2023-12-11,false,
LGD,37,Block,Uri,LGD,3,District,37,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,34.158233,74.302510,inherited:District,73.890248,33.907711,74.702350,34.437513,SOI_Districts,2023-12-11,false,
LGD,6295,Block,Urkonda,LGD,694,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.382246,78.595988,inherited:District,78.099893,16.008152,79.234296,16.832408,SOI_Districts,2023-12-11,false,
LGD,5838,Block,Usilampatti,LGD,578,District,5838,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,9.922720,78.005214,inherited:District,77.464148,9.563081,78.473697,10.310319,SOI_Districts,2023-12-11,false,
LGD,3377,Block,Usur,LGD,636,District,3377,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,18.860867,80.800554,inherited:District,80.244428,18.135555,81.502118,19.402483,SOI_Districts,2023-12-11,false,
LGD,5845,Block,Uthamapalayam,LGD,588,District,5845,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,9.891794,77.438407,inherited:District,77.165730,9.519123,77.729716,10.218746,SOI_Districts,2023-12-11,false,
LGD,5894,Block,Uthangarai,LGD,577,District,5894,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.490160,78.032355,inherited:District,77.471118,12.139231,78.688647,12.890916,SOI_Districts,2023-12-11,false,
LGD,5708,Block,Uthiramerur,LGD,574,District,5708,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.832664,79.849732,inherited:District,79.556264,12.428405,80.267827,13.056176,SOI_Districts,2023-12-11,false,
LGD,5695,Block,Uthukkottai,LGD,589,District,5695,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,13.244045,79.932765,inherited:District,79.284018,12.945052,80.346547,13.564628,SOI_Districts,2023-12-11,false,
LGD,6616,Block,Uthukuli,LGD,634,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,10.838977,77.407267,inherited:District,77.041798,10.230274,77.892993,11.352613,SOI_Districts,2023-12-11,false,
LGD,4571,Block,Utkoor,LGD,721,District,4571,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.638254,77.582727,inherited:District,77.235761,16.334316,77.798898,17.040233,SOI_Districts,2023-12-11,false,
LGD,4321,Block,Utnoor,LGD,501,District,4321,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,19.519916,78.565982,inherited:District,78.171729,19.172403,78.977565,19.916807,SOI_Districts,2023-12-11,false,
LGD,927,Block,Utraula,LGD,127,District,927,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,27.483685,82.375229,inherited:District,82.021659,27.051701,82.764682,27.843529,SOI_Districts,2023-12-11,false,
LGD,5302,Block,Uyyalawada,LGD,755,District,5302,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,3762,Block,Vadali,LGD,458,District,3762,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.804138,73.036193,inherited:District,72.723438,23.239060,73.420826,24.498144,SOI_Districts,2023-12-11,false,
LGD,5399,Block,Vadamalapet,LGD,752,District,5399,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,3738,Block,Vadgam,LGD,441,District,3738,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,24.287309,72.023840,inherited:District,71.128825,23.826832,73.028082,24.712536,SOI_Districts,2023-12-11,false,
LGD,5837,Block,Vadipatti,LGD,578,District,5837,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,9.922720,78.005214,inherited:District,77.464148,9.563081,78.473697,10.310319,SOI_Districts,2023-12-11,false,
LGD,3755,Block,Vadnagar,LGD,451,District,3755,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,23.609492,72.466734,inherited:District,71.940386,23.038803,72.866653,24.102253,SOI_Districts,2023-12-11,false,
LGD,6529,Block,Vadodara East,LGD,461,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,6527,Block,Vadodara North,LGD,461,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,3898,Block,Vadodara Rural,LGD,461,District,3898,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,6526,Block,Vadodara South,LGD,461,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,6528,Block,Vadodara West,LGD,461,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,3899,Block,Vaghodia,LGD,461,District,3899,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,22.248056,73.239088,inherited:District,72.848636,21.822152,73.566209,22.814554,SOI_Districts,2023-12-11,false,
LGD,3915,Block,Vagra,LGD,442,District,3915,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.781624,72.940813,inherited:District,72.525894,21.400110,73.499894,22.240622,SOI_Districts,2023-12-11,false,
LGD,4276,Block,Vaibhavvadi,LGD,495,District,4276,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.134008,73.737764,inherited:District,73.310871,15.606085,74.208925,16.665349,SOI_Districts,2023-12-11,false,
LGD,4139,Block,Vaijapur,LGD,469,District,4139,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.027442,75.279761,inherited:District,74.588859,19.377625,76.042854,20.668315,SOI_Districts,2023-12-11,false,
LGD,5669,Block,Vaikom,LGD,560,District,5669,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,9.637751,76.650700,inherited:District,76.364972,9.400568,76.984795,9.857172,SOI_Districts,2023-12-11,false,
LGD,4365,Block,Vailpoor,LGD,516,District,4365,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,18.701604,78.211364,inherited:District,77.729974,18.436149,78.669888,19.016340,SOI_Districts,2023-12-11,false,
LGD,1268,Block,Vaishali,LGD,224,District,1268,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,25.763071,85.368195,inherited:District,85.066378,25.483413,85.645997,26.015299,SOI_Districts,2023-12-11,false,
LGD,5316,Block,Vajrakarur,LGD,502,District,5316,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,14.493043,77.566974,inherited:District,76.760569,13.682262,78.469262,15.426435,SOI_Districts,2023-12-11,false,
LGD,4781,Block,Vajrapukotturu,LGD,519,District,4781,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,18.597701,84.022731,inherited:District,83.526603,18.077831,84.761464,19.166913,SOI_Districts,2023-12-11,false,
LGD,5192,Block,Vakadu,LGD,752,District,5192,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,5803,Block,Valangaiman,LGD,590,District,5803,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,10.679399,79.533581,inherited:District,79.267898,10.280775,79.770434,11.017258,SOI_Districts,2023-12-11,false,
LGD,3920,Block,Valia,LGD,442,District,3920,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.781624,72.940813,inherited:District,72.525894,21.400110,73.499894,22.240622,SOI_Districts,2023-12-11,false,
LGD,4627,Block,Valigonda,LGD,697,District,4627,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,17.451240,78.978697,inherited:District,78.676513,17.043601,79.453700,17.812543,SOI_Districts,2023-12-11,false,
LGD,3851,Block,Vallabhipur,LGD,443,District,3851,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.567255,71.890807,inherited:District,71.477931,20.995849,72.361194,22.130320,SOI_Districts,2023-12-11,false,
LGD,690,Block,Vallabhnagar,LGD,117,District,690,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,24.418699,73.689784,inherited:District,73.000983,23.802805,74.431828,25.104494,SOI_Districts,2023-12-11,false,
LGD,5225,Block,Vallur,LGD,504,District,5225,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,14.463753,78.780374,inherited:District,77.944039,13.724131,79.468903,15.229246,SOI_Districts,2023-12-11,false,
LGD,5388,Block,Valmikipuram,LGD,753,District,5388,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,15.753511,79.962484,inherited:State,76.760569,12.624011,84.761464,19.166913,SOI_States,2023-12-11,false,
LGD,3946,Block,Valod,LGD,641,District,3946,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.191623,73.626694,inherited:District,73.198008,20.808588,74.332332,21.569074,SOI_Districts,2023-12-11,false,
LGD,5900,Block,Valparai,LGD,569,District,5900,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,10.878062,76.975747,inherited:District,76.655797,10.220120,77.299030,11.406423,SOI_Districts,2023-12-11,false,
LGD,3927,Block,Valsad,LGD,462,District,3927,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.418149,73.120123,inherited:District,72.740002,20.119229,73.493624,20.751700,SOI_Districts,2023-12-11,false,
LGD,7599,Block,Valsad City,LGD,462,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,20.418149,73.120123,inherited:District,72.740002,20.119229,73.493624,20.751700,SOI_Districts,2023-12-11,false,
LGD,7405,Block,Vanapuram,LGD,729,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,11.803600,79.034514,inherited:District,78.626822,11.504575,79.482691,12.081078,SOI_Districts,2023-12-11,false,
LGD,7058,Block,Vandalur,LGD,730,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.582979,79.999171,inherited:District,79.640391,12.228832,80.255275,13.045694,SOI_Districts,2023-12-11,false,
LGD,5723,Block,Vandavasi,LGD,593,District,5723,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.432635,79.166497,inherited:District,78.630299,11.984127,79.756151,12.874319,SOI_Districts,2023-12-11,false,
LGD,6507,Block,Vangai Range,LGD,715,District,0,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,24.304682,93.220554,inherited:District,92.969434,24.020712,93.496351,24.581618,SOI_Districts,2023-12-11,false,
LGD,4785,Block,Vangara,LGD,521,District,4785,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,18.472878,83.385198,inherited:District,82.999323,17.840398,83.813321,19.162666,SOI_Districts,2023-12-11,false,
LGD,4577,Block,Vangoor,LGD,694,District,4577,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,16.382246,78.595988,inherited:District,78.099893,16.008152,79.234296,16.832408,SOI_Districts,2023-12-11,false,
LGD,5718,Block,Vaniyambadi,LGD,732,District,5718,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,12.593927,78.655115,inherited:District,78.406733,12.258377,78.917978,12.910674,SOI_Districts,2023-12-11,false,
LGD,3826,Block,Vanthali,LGD,448,District,3826,03Sep2026,https://github.com/ramSeraph/opendata/releases/download/lgd-latest-extra1/subdistricts.03Sep2026.csv.7z,21.322204,70.484799,inherited:District,69.941701,20.932851,71.148508,21.680519,SOI_Districts,2023-12-11,false,
